(-262.729461669921, 756.538330078125)
(-261.482971191406, 758.1024169921875)
(-260.23550415039, 759.6657104492188)
(-258.988067626953, 761.2289428710938)
(-257.740600585937, 762.792236328125)
(-256.4931640625, 764.3555297851562)
(-255.245712280273, 765.9188232421875)
(-253.998260498046, 767.4821166992188)
(-252.75080871582, 769.04541015625)
(-251.499084472656, 770.605224609375)
(-250.235580444335, 772.1555786132812)
(-248.960205078125, 773.6961669921875)
(-247.673034667968, 775.2269287109375)
(-246.374160766601, 776.7477416992188)
(-245.063644409179, 778.258544921875)
(-243.741561889648, 779.7592163085938)
(-242.407989501953, 781.249755859375)
(-241.063018798828, 782.7299194335938)
(-239.706726074218, 784.1997680664062)
(-238.33918762207, 785.6591796875)
(-236.960479736328, 787.1080322265625)
(-235.570693969726, 788.5462036132812)
(-234.169891357421, 789.9737548828125)
(-232.758193969726, 791.3904418945312)
(-231.335632324218, 792.7962646484375)
(-229.90234375, 794.1911010742188)
(-228.458374023437, 795.574951171875)
(-227.003814697265, 796.9476318359375)
(-225.538772583007, 798.30908203125)
(-224.06330871582, 799.6593017578125)
(-222.577529907226, 800.9981079101562)
(-221.081512451171, 802.325439453125)
(-219.57534790039, 803.6412963867188)
(-218.059112548828, 804.945556640625)
(-216.532928466796, 806.2380981445312)
(-214.996856689453, 807.5189208984375)
(-213.450988769531, 808.787841796875)
(-211.895431518554, 810.044921875)
(-210.330261230468, 811.2900390625)
(-208.755584716796, 812.5230712890625)
(-207.171478271484, 813.7439575195312)
(-205.578048706054, 814.95263671875)
(-203.975387573242, 816.1490478515625)
(-202.363571166992, 817.3331909179688)
(-200.742721557617, 818.5048828125)
(-199.112930297851, 819.6640625)
(-197.474288940429, 820.8106689453125)
(-195.826873779296, 821.9447021484375)
(-194.174407958984, 823.0714111328125)
(-192.521881103515, 824.197998046875)
(-190.869369506835, 825.3245239257812)
(-189.216842651367, 826.4511108398438)
(-187.564331054687, 827.5776977539062)
(-185.911804199218, 828.7042846679688)
(-184.258483886718, 829.8297119140625)
(-182.594146728515, 830.938720703125)
(-180.915924072265, 832.026611328125)
(-179.224029541015, 833.0931396484375)
(-177.518768310546, 834.1381225585938)
(-175.800399780273, 835.1614379882812)
(-174.069213867187, 836.1629028320312)
(-172.325469970703, 837.142333984375)
(-170.569458007812, 838.099609375)
(-168.801483154296, 839.0346069335938)
(-167.021789550781, 839.9470825195312)
(-165.230682373046, 840.8369750976562)
(-163.428436279296, 841.7041015625)
(-161.615356445312, 842.5482788085938)
(-159.791717529296, 843.3694458007812)
(-157.95783996582, 844.16748046875)
(-156.113998413085, 844.9421997070312)
(-154.367950439453, 846.057373046875)
(-152.55679321289, 846.9325561523438)
(-150.70344543457, 847.7677001953125)
(-148.876831054687, 848.5831909179688)
(-147.03807067871, 849.3896484375)
(-145.185089111328, 850.1881103515625)
(-143.335479736328, 850.983154296875)
(-141.438583374023, 851.7215576171875)
(-139.547088623046, 852.4189453125)
(-137.624252319335, 853.1213989257812)
(-135.679443359375, 853.7489624023438)
(-133.767578125, 854.356201171875)
(-131.838165283203, 854.968505859375)
(-129.772628784179, 855.6014404296875)
(-127.674339294433, 856.1951293945312)
(-125.722526550292, 856.756103515625)
(-123.794616699218, 857.3106079101562)
(-121.846405029296, 857.8703002929688)
(-119.861442565917, 858.4368286132812)
(-117.915733337402, 858.9888305664062)
(-115.961502075195, 859.5438232421875)
(-113.989463806152, 860.1044311523438)
(-112.032890319824, 860.659423828125)
(-110.069412231445, 861.21630859375)
(-108.09536743164, 861.7774047851562)
(-106.087867736816, 862.3458251953125)
(-104.087516784667, 862.8329467773438)
(-102.114852905273, 863.329833984375)
(-100.109100341796, 863.835693359375)
(-98.1087875366211, 864.339111328125)
(-96.1285934448242, 864.83740234375)
(-94.1058959960937, 865.25390625)
(-92.1097412109375, 865.667236328125)
(-90.1331787109375, 866.0759887695312)
(-88.0953216552734, 866.4987182617188)
(-86.106460571289, 866.9581298828125)
(-84.1097412109375, 867.43359375)
(-82.1314315795898, 867.9024047851562)
(-80.1045455932617, 868.3023071289062)
(-78.0959701538086, 868.7196044921875)
(-76.1387176513671, 869.1990356445312)
(-74.1393356323242, 869.6703491210938)
(-72.1468658447265, 870.1027221679688)
(-70.1634216308593, 870.5419311523438)
(-68.1628341674804, 870.9840698242188)
(-66.1786651611328, 871.4223022460938)
(-64.2076721191406, 871.8572998046875)
(-62.1918334960937, 872.3031005859375)
(-60.1986274719238, 872.7432861328125)
(-58.2325553894043, 873.1782836914062)
(-56.2407112121582, 873.618408203125)
(-54.2263793945312, 874.0639038085938)
(-52.241340637207, 874.5026245117188)
(-50.2482185363769, 874.9442138671875)
(-48.215648651123, 875.392822265625)
(-46.2180938720703, 875.8348388671875)
(-44.2216987609863, 876.2759399414062)
(-42.1874504089355, 876.7252807617188)
(-40.1757774353027, 877.169677734375)
(-38.1687088012695, 877.6128540039062)
(-36.1597366333007, 878.0563354492188)
(-34.1289634704589, 878.5047607421875)
(-32.1066360473632, 878.952880859375)
(-30.0864868164062, 879.3995971679688)
(-28.0420932769775, 879.8510131835938)
(-25.9999675750732, 880.3024291992188)
(-23.9594917297363, 880.7537841796875)
(-21.8921184539794, 881.1619873046875)
(-19.8402843475341, 881.5512084960938)
(-17.7924423217773, 881.9407348632812)
(-15.7233247756958, 882.3345336914062)
(-13.6619310379028, 882.727294921875)
(-11.6208581924438, 883.1163940429688)
(-9.57780933380127, 883.5059204101562)
(-7.52943992614746, 883.8958129882812)
(-5.47676134109497, 884.2868041992188)
(-3.43150901794433, 884.6767578125)
(-1.37877571582794, 884.9990234375)
(0.6551559567451477, 885.3225708007812)
(2.6909375190734863, 885.646484375)
(4.768572807312012, 885.9769287109375)
(6.819311141967773, 886.3031616210938)
(8.851128578186035, 886.6261596679688)
(10.952326774597168, 886.9524536132812)
(13.005718231201172, 887.271728515625)
(15.052348136901855, 887.508544921875)
(17.09379768371582, 887.7367553710938)
(19.140380859375, 887.9671630859375)
(21.152267456054688, 888.193603515625)
(23.175113677978516, 888.4609375)
(25.21249771118164, 888.751220703125)
(27.22637367248535, 889.0358276367188)
(29.2480411529541, 889.3212890625)
(31.306772232055664, 889.6118774414062)
(33.31977081298828, 889.8853149414062)
(35.34669494628906, 890.1417236328125)
(37.383201599121094, 890.4027709960938)
(39.406494140625, 890.631103515625)
(41.43008804321289, 890.8630981445312)
(43.449344635009766, 891.0764770507812)
(45.5091552734375, 891.288330078125)
(47.542938232421875, 891.4973754882812)
(49.56647491455078, 891.7055053710938)
(51.62203598022461, 891.9166259765625)
(53.65696334838867, 892.1266479492188)
(55.68870162963867, 892.334716796875)
(57.75621032714844, 892.5472412109375)
(59.80052185058594, 892.7576904296875)
(61.83844757080078, 892.966796875)
(63.88750457763672, 893.17724609375)
(66.03363800048828, 893.397216796875)
(68.09015655517578, 893.5742797851562)
(70.14085388183594, 893.7584838867188)
(72.21057891845703, 893.9450073242188)
(74.23670196533203, 894.1272583007812)
(76.30012512207031, 894.3133544921875)
(78.36811065673828, 894.498779296875)
(80.4090347290039, 894.6820678710938)
(82.47021484375, 894.8667602539062)
(84.5287857055664, 895.0514526367188)
(86.59842681884766, 895.2374877929688)
(88.65918731689453, 895.422607421875)
(90.73540496826172, 895.6096801757812)
(92.8222427368164, 895.7975463867188)
(94.88494110107422, 895.9780883789062)
(96.94379425048828, 896.1558227539062)
(99.0518569946289, 896.3374633789062)
(101.16486358642578, 896.5202026367188)
(103.25045013427734, 896.7001953125)
(105.3270492553711, 896.8787841796875)
(107.39311981201172, 897.0569458007812)
(109.43415069580078, 897.2980346679688)
(111.48505401611328, 897.5369873046875)
(113.56121826171875, 897.7686767578125)
(115.57569122314453, 897.9718627929688)
(117.64411163330078, 898.1856079101562)
(119.71046447753906, 898.3984375)
(121.75749969482422, 898.60888671875)
(123.7805404663086, 898.8175048828125)
(125.84166717529297, 899.0296020507812)
(127.8831787109375, 899.2391357421875)
(129.91355895996094, 899.447265625)
(131.96983337402344, 899.6586303710938)
(134.02664184570312, 899.8472290039062)
(136.06422424316406, 900.0293579101562)
(138.10646057128906, 900.2003173828125)
(140.15354919433594, 900.3108520507812)
(142.194091796875, 900.4359741210938)
(144.2500457763672, 900.5611572265625)
(146.3067169189453, 900.6873168945312)
(148.31723022460938, 900.8815307617188)
(150.36607360839844, 901.0647583007812)
(152.4544219970703, 901.2508544921875)
(154.4845428466797, 901.4322509765625)
(156.53749084472656, 901.6155395507812)
(158.59957885742188, 901.8002319335938)
(160.70826721191406, 901.988037109375)
(162.77243041992188, 902.1731567382812)
(164.83778381347656, 902.357421875)
(166.93478393554688, 902.5439453125)
(168.99411010742188, 902.7282104492188)
(171.06224060058594, 902.912841796875)
(173.15652465820312, 903.098876953125)
(175.2406005859375, 903.2854614257812)
(177.31634521484375, 903.4715576171875)
(179.3948974609375, 903.6566772460938)
(181.45333862304688, 903.8409423828125)
(183.51150512695312, 904.024658203125)
(185.58314514160156, 904.2107543945312)
(187.66824340820312, 904.3971557617188)
(189.7214813232422, 904.5804443359375)
(191.79025268554688, 904.765625)
(193.89498901367188, 904.9530029296875)
(195.96109008789062, 905.1376953125)
(198.01527404785156, 905.320556640625)
(200.11485290527344, 905.5079345703125)
(202.16903686523438, 905.6912231445312)
(204.2289581298828, 905.8754272460938)
(206.29896545410156, 906.0601196289062)
(208.37692260742188, 906.2457885742188)
(210.42477416992188, 906.4281005859375)
(212.47146606445312, 906.6109008789062)
(214.60096740722656, 906.72412109375)
(216.66427612304688, 906.814208984375)
(218.69488525390625, 906.905029296875)
(220.74569702148438, 906.9963989257812)
(222.7841796875, 907.09912109375)
(224.8072052001953, 907.3267211914062)
(226.85801696777344, 907.53076171875)
(228.88645935058594, 907.7318725585938)
(230.90478515625, 907.9320068359375)
(232.9270782470703, 908.1321411132812)
(234.9722442626953, 908.334716796875)
(237.0029296875, 908.5358276367188)
(239.03378295898438, 908.7378540039062)
(241.09353637695312, 908.9423217773438)
(243.1121826171875, 909.1424560546875)
(245.1516571044922, 909.344482421875)
(247.22909545898438, 909.5241088867188)
(249.25840759277344, 909.6548461914062)
(251.3125457763672, 909.7962036132812)
(253.35560607910156, 909.9359130859375)
(255.4447784423828, 910.0792236328125)
(257.47869873046875, 910.2188720703125)
(259.53973388671875, 910.3604736328125)
(261.6141357421875, 910.5031127929688)
(263.6501770019531, 910.6432495117188)
(265.69793701171875, 910.7942504882812)
(267.78594970703125, 910.9456787109375)
(269.8420104980469, 911.140869140625)
(271.8592224121094, 911.3466186523438)
(273.8828430175781, 911.5508422851562)
(275.9330749511719, 911.7582397460938)
(277.9701843261719, 911.9645385742188)
(280.00048828125, 912.1693725585938)
(282.0760803222656, 912.3792114257812)
(284.1090087890625, 912.5840454101562)
(286.1311950683594, 912.789794921875)
(288.1921081542969, 912.9985961914062)
(290.2184143066406, 913.204345703125)
(292.23944091796875, 913.4135131835938)
(294.2854309082031, 913.6978759765625)
(296.32049560546875, 913.963623046875)
(298.34033203125, 914.2282104492188)
(300.35986328125, 914.5670776367188)
(302.39361572265625, 914.893310546875)
(304.4005126953125, 915.2149047851562)
(306.41229248046875, 915.5369873046875)
(308.4471435546875, 915.8638305664062)
(310.4346618652344, 916.2388916015625)
(312.4259948730469, 916.6160888671875)
(314.45330810546875, 916.9998168945312)
(316.4488220214844, 917.376708984375)
(318.43701171875, 917.7531127929688)
(320.4090270996094, 918.1710815429688)
(322.3974609375, 918.60546875)
(324.38427734375, 919.038330078125)
(326.32696533203125, 919.53515625)
(328.265380859375, 920.089599609375)
(330.2064514160156, 920.68505859375)
(332.12152099609375, 921.335205078125)
(334.0133972167969, 922.1041259765625)
(335.8881530761719, 923.1626586914062)
(337.70257568359375, 924.3040161132812)
(339.39117431640625, 925.3854370117188)
(341.1343688964844, 926.63232421875)
(342.74029541015625, 928.0257568359375)
(344.21875, 929.5775756835938)
(345.6282653808594, 931.1237182617188)
(346.9608154296875, 932.741943359375)
(348.2108154296875, 934.452392578125)
(349.3708801269531, 936.1747436523438)
(350.4872619628906, 938.0270385742188)
(351.3484375, 939.9030151367188)
(352.1280090332031, 941.8198852539062)
(352.60736083984375, 943.7799072265625)
(353.03924560546875, 945.7901611328125)
(353.4901794433594, 948.256591796875)
(353.7815612792969, 950.2350463867188)
(354.2011389160156, 952.1985473632812)
(354.7281494140625, 954.14306640625)
(355.28167724609375, 956.0647583007812)
(355.9206237792969, 957.9597778320312)
(356.6436767578125, 959.8243408203125)
(357.44940185546875, 961.6546630859375)
(358.3362121582031, 963.4471435546875)
(359.3022766113281, 965.1981811523438)
(360.345703125, 966.9041748046875)
(361.46441650390625, 968.5618286132812)
(362.6561279296875, 970.1678466796875)
(363.91851806640625, 971.7188720703125)
(365.2489929199219, 973.2119140625)
(366.6449279785156, 974.6439208984375)
(368.103515625, 976.0120849609375)
(369.621826171875, 977.3136596679688)
(371.19683837890625, 978.5459594726562)
(372.8254089355469, 979.7066040039062)
(374.5042724609375, 980.7932739257812)
(376.23004150390625, 981.8037109375)
(377.9992980957031, 982.7359619140625)
(379.8084716796875, 983.5881958007812)
(381.6539306640625, 984.3585815429688)
(383.52581787109375, 985.0628051757812)
(385.3998107910156, 985.7615356445312)
(387.2738037109375, 986.460205078125)
(389.1477966308594, 987.1588745117188)
(391.02178955078125, 987.8576049804688)
(392.8957824707031, 988.5562744140625)
(394.769775390625, 989.2549438476562)
(396.6437683105469, 989.9536743164062)
(398.5177307128906, 990.65234375)
(400.3917236328125, 991.3510131835938)
(402.2657165527344, 992.0497436523438)
(404.13970947265625, 992.7484130859375)
(406.0137023925781, 993.4470825195312)
(407.8876953125, 994.145751953125)
(409.7616882324219, 994.844482421875)
(411.63568115234375, 995.5431518554688)
(413.5096435546875, 996.2418212890625)
(415.3836364746094, 996.9405517578125)
(417.25762939453125, 997.6392211914062)
(419.13214111328125, 998.3365478515625)
(421.00885009765625, 999.0278930664062)
(422.8858642578125, 999.7183837890625)
(424.7629089355469, 1000.4088134765625)
(426.63995361328125, 1001.0993041992188)
(428.5169677734375, 1001.789794921875)
(430.3940124511719, 1002.480224609375)
(432.27105712890625, 1003.1707153320312)
(434.1480712890625, 1003.8611450195312)
(436.0251159667969, 1004.5516357421875)
(437.90216064453125, 1005.2420654296875)
(439.7791748046875, 1005.9325561523438)
(441.6562194824219, 1006.6229858398438)
(443.53326416015625, 1007.3134765625)
(445.4102783203125, 1008.0039672851562)
(447.2873229980469, 1008.6943969726562)
(449.16436767578125, 1009.3848876953125)
(451.0413818359375, 1010.0753173828125)
(452.9184265136719, 1010.7658081054688)
(454.79547119140625, 1011.4562377929688)
(456.6724853515625, 1012.146728515625)
(458.5495300292969, 1012.837158203125)
(460.42657470703125, 1013.5276489257812)
(462.3035888671875, 1014.2181396484375)
(464.1806335449219, 1014.9085693359375)
(466.05767822265625, 1015.5990600585938)
(467.9347229003906, 1016.2894897460938)
(469.8117370605469, 1016.97998046875)
(471.68878173828125, 1017.67041015625)
(473.5658264160156, 1018.3609008789062)
(475.4428405761719, 1019.0513916015625)
(477.31988525390625, 1019.7418212890625)
(479.1969299316406, 1020.432373046875)
(481.0739440917969, 1021.122802734375)
(482.95098876953125, 1021.813232421875)
(484.8280334472656, 1022.503662109375)
(486.7050476074219, 1023.1942138671875)
(488.58209228515625, 1023.8846435546875)
(490.4591369628906, 1024.5750732421875)
(492.3361511230469, 1025.2655029296875)
(494.21319580078125, 1025.9560546875)
(496.0902404785156, 1026.646484375)
(497.96728515625, 1027.3369140625)
(499.84429931640625, 1028.02734375)
(501.7213439941406, 1028.7178955078125)
(503.598388671875, 1029.4083251953125)
(505.47540283203125, 1030.0987548828125)
(507.3524475097656, 1030.789306640625)
(509.2294921875, 1031.479736328125)
(511.10650634765625, 1032.170166015625)
(512.9835205078125, 1032.860595703125)
(514.860595703125, 1033.5511474609375)
(516.7376098632812, 1034.2415771484375)
(518.6146240234375, 1034.9320068359375)
(520.49169921875, 1035.6224365234375)
(522.3687133789062, 1036.31298828125)
(524.2457275390625, 1037.00341796875)
(526.122802734375, 1037.69384765625)
(527.9998168945312, 1038.3843994140625)
(529.8768310546875, 1039.0748291015625)
(531.75390625, 1039.7652587890625)
(533.6309204101562, 1040.4556884765625)
(535.5079345703125, 1041.146240234375)
(537.385009765625, 1041.836669921875)
(539.2620239257812, 1042.527099609375)
(541.1390380859375, 1043.2176513671875)
(543.01611328125, 1043.9080810546875)
(544.8931274414062, 1044.5985107421875)
(546.7701416015625, 1045.2889404296875)
(548.647216796875, 1045.9794921875)
(550.5242309570312, 1046.669921875)
(552.4012451171875, 1047.3603515625)
(554.2783203125, 1048.05078125)
(556.1553344726562, 1048.7413330078125)
(558.0323486328125, 1049.4317626953125)
(559.909423828125, 1050.1221923828125)
(561.7864379882812, 1050.812744140625)
(563.6634521484375, 1051.503173828125)
(565.54052734375, 1052.193603515625)
(567.4175415039062, 1052.884033203125)
(569.2945556640625, 1053.5745849609375)
(571.171630859375, 1054.2650146484375)
(573.0486450195312, 1054.9554443359375)
(574.9256591796875, 1055.64599609375)
(576.802734375, 1056.33642578125)
(578.6797485351562, 1057.02685546875)
(580.5567626953125, 1057.71728515625)
(582.4338989257812, 1058.4075927734375)
(584.3129272460938, 1059.0926513671875)
(586.1946411132812, 1059.770263671875)
(588.0791015625, 1060.440185546875)
(589.9661865234375, 1061.1026611328125)
(591.85595703125, 1061.757568359375)
(593.748291015625, 1062.40478515625)
(595.6431884765625, 1063.0445556640625)
(597.5406494140625, 1063.6767578125)
(599.440673828125, 1064.30126953125)
(601.3430786132812, 1064.9183349609375)
(603.248046875, 1065.527587890625)
(605.1553344726562, 1066.12939453125)
(607.0650634765625, 1066.7235107421875)
(608.9771728515625, 1067.3099365234375)
(610.8916015625, 1067.888671875)
(612.8082885742188, 1068.4598388671875)
(614.727294921875, 1069.0233154296875)
(616.6484985351562, 1069.5791015625)
(618.5718994140625, 1070.127197265625)
(620.49755859375, 1070.6676025390625)
(622.42529296875, 1071.2003173828125)
(624.3551635742188, 1071.7252197265625)
(626.287109375, 1072.242431640625)
(628.2211303710938, 1072.751953125)
(630.1571655273438, 1073.2537841796875)
(632.0951538085938, 1073.747802734375)
(634.03515625, 1074.234130859375)
(635.97705078125, 1074.712646484375)
(637.9208984375, 1075.183349609375)
(639.8665771484375, 1075.646240234375)
(641.8140869140625, 1076.1014404296875)
(643.7633666992188, 1076.548828125)
(645.7144775390625, 1076.9884033203125)
(647.6672973632812, 1077.420166015625)
(649.6217651367188, 1077.8447265625)
(651.5765380859375, 1078.267578125)
(653.533203125, 1078.6815185546875)
(655.50146484375, 1079.035888671875)
(657.6668090820312, 1079.166015625)
(659.6688232421875, 1079.5289306640625)
(661.8072509765625, 1079.91650390625)
(663.9493408203125, 1080.1993408203125)
(666.109130859375, 1080.414794921875)
(668.242431640625, 1080.5736083984375)
(670.3635864257812, 1080.6585693359375)
(672.40185546875, 1080.6839599609375)
(674.5316162109375, 1080.6422119140625)
(676.6309204101562, 1080.5)
(678.7628784179688, 1080.2989501953125)
(680.8408203125, 1080.035888671875)
(682.8848876953125, 1079.6641845703125)
(684.9441528320312, 1079.21435546875)
(686.9503173828125, 1078.70947265625)
(688.9417114257812, 1078.0906982421875)
(690.902099609375, 1077.41748046875)
(692.8579711914062, 1076.7139892578125)
(694.7534790039062, 1075.9326171875)
(696.6484375, 1075.0543212890625)
(698.4599609375, 1074.134765625)
(700.28076171875, 1073.1539306640625)
(702.104736328125, 1072.1549072265625)
(703.907470703125, 1071.126953125)
(705.6593627929688, 1070.0303955078125)
(707.3565673828125, 1068.843505859375)
(708.9691772460938, 1067.5904541015625)
(710.5309448242188, 1066.2861328125)
(712.048095703125, 1064.8817138671875)
(713.4571533203125, 1063.432373046875)
(714.8348999023438, 1061.9320068359375)
(716.2431030273438, 1060.427978515625)
(717.6368408203125, 1058.8948974609375)
(718.9954223632812, 1057.3594970703125)
(720.3859252929688, 1055.7943115234375)
(721.7715454101562, 1054.2342529296875)
(723.1630249023438, 1052.6617431640625)
(724.4800415039062, 1050.990234375)
(725.6632080078125, 1049.2928466796875)
(726.6638793945312, 1047.4781494140625)
(727.6619873046875, 1045.634765625)
(728.5922241210938, 1043.7821044921875)
(729.541259765625, 1041.9195556640625)
(730.4794311523438, 1040.025390625)
(731.3046875, 1038.1162109375)
(732.1298828125, 1036.2003173828125)
(732.9694213867188, 1034.256591796875)
(733.7667846679688, 1032.314453125)
(734.5419921875, 1030.3682861328125)
(735.232421875, 1028.3651123046875)
(735.8409423828125, 1026.36962890625)
(736.3995361328125, 1024.3211669921875)
(736.9556274414062, 1022.2462768554688)
(737.50732421875, 1020.1935424804688)
(738.061767578125, 1018.1292114257812)
(738.5880126953125, 1016.0263671875)
